number,incident_state,active,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,reassignment_required
INC0017479,New,True,0,0,True,Caller 1720,Opened by  240,11/4/2016 09:52,?,?,Updated by 908,11/4/2016 09:52,Phone,Location 161,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,12/4/2016 10:26,17/4/2016 11:07,0
INC0017481,Active,True,0,0,True,Caller 309,Opened by  501,11/4/2016 09:54,Created by 216,11/4/2016 10:15,Updated by 915,11/4/2016 10:15,Phone,Location 143,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 233,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 71,20/4/2016 14:25,25/4/2016 15:07,1
INC0017482,Active,True,0,0,True,Caller 5160,Opened by  17,11/4/2016 09:55,?,?,Updated by 908,11/4/2016 09:55,Phone,Location 8,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/4/2016 10:37,16/4/2016 11:07,0
INC0017483,New,True,0,0,True,Caller 1650,Opened by  17,11/4/2016 09:56,Created by 10,11/4/2016 10:07,Updated by 44,11/4/2016 10:07,Phone,Location 43,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 164,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 147,11/11/2016 15:45,16/11/2016 16:00,1
INC0017484,New,True,0,0,True,Caller 4893,Opened by  239,11/4/2016 09:56,Created by 107,11/4/2016 10:08,Updated by 467,11/4/2016 10:08,Phone,Location 204,Category 43,Subcategory 107,Symptom 216,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,11/4/2016 12:09,16/4/2016 12:10,1
INC0017485,Active,True,0,0,True,Caller 1904,Opened by  180,11/4/2016 09:57,Created by 81,11/4/2016 09:58,Updated by 340,11/4/2016 09:58,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,11/4/2016 10:16,16/4/2016 11:07,0
INC0017486,New,True,0,0,True,Caller 62,Opened by  131,11/4/2016 09:58,Created by 62,11/4/2016 10:05,Updated by 265,11/4/2016 10:05,Phone,Location 161,Category 37,Subcategory 135,Symptom 87,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 120,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 108,11/4/2016 10:55,16/4/2016 11:07,1
INC0017487,New,True,0,0,True,Caller 3758,Opened by  17,11/4/2016 09:59,Created by 10,11/4/2016 10:02,Updated by 44,11/4/2016 10:02,Phone,Location 161,Category 37,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,11/4/2016 10:13,16/4/2016 11:07,1
INC0017489,New,True,0,0,True,Caller 2098,Opened by  17,11/4/2016 10:04,?,?,Updated by 908,11/4/2016 10:04,Phone,Location 161,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 151,11/4/2016 17:22,16/4/2016 18:07,0
INC0017490,New,True,0,0,True,Caller 1650,Opened by  17,11/4/2016 10:05,Created by 10,11/4/2016 10:09,Updated by 44,11/4/2016 10:09,Phone,Location 43,Category 13,Subcategory 302,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,False,False,Do Not Notify,?,?,?,?,code 4,Resolved by 30,11/4/2016 17:45,16/4/2016 18:07,1
INC0017492,New,True,0,0,True,Caller 3190,Opened by  17,11/4/2016 10:05,Created by 10,11/4/2016 10:10,Updated by 44,11/4/2016 10:10,Phone,Location 204,Category 9,Subcategory 52,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,19/4/2016 17:54,24/4/2016 18:07,0
INC0017495,New,True,0,0,True,Caller 5543,Opened by  17,11/4/2016 10:11,?,?,Updated by 908,11/4/2016 10:11,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 11,11/4/2016 10:19,16/4/2016 11:07,0
INC0017496,Active,True,0,0,True,Caller 2997,Opened by  17,11/4/2016 10:13,?,?,Updated by 908,11/4/2016 10:13,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/4/2016 10:24,16/4/2016 11:07,0
INC0017497,Resolved,True,0,0,True,Caller 185,?,11/4/2016 10:14,?,?,Updated by 908,11/4/2016 10:14,Phone,Location 179,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 7,?,?,16/4/2016 11:07,0
INC0017499,Active,True,0,0,True,Caller 1904,Opened by  180,11/4/2016 10:16,Created by 81,11/4/2016 10:21,Updated by 340,11/4/2016 10:21,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,11/4/2016 10:41,16/4/2016 11:07,0
INC0017505,New,True,0,0,True,Caller 4159,Opened by  40,11/4/2016 10:19,Created by 20,11/4/2016 10:24,Updated by 88,11/4/2016 10:24,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 77,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,13/4/2016 10:11,18/4/2016 11:07,1
INC0017508,New,True,0,0,True,Caller 616,Opened by  131,11/4/2016 10:23,Created by 62,11/4/2016 10:27,Updated by 265,11/4/2016 10:27,Phone,Location 161,Category 23,Subcategory 75,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 49,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 46,13/4/2016 16:54,18/4/2016 16:12,1
INC0017509,New,True,0,0,True,Caller 2748,Opened by  17,11/4/2016 10:23,?,?,Updated by 908,11/4/2016 10:23,Phone,Location 204,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 73,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 180,12/4/2016 12:16,17/4/2016 13:07,0
INC0017510,Resolved,True,0,0,True,Caller 1440,Opened by  40,11/4/2016 10:23,?,?,Updated by 908,11/4/2016 10:23,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,?,16/4/2016 11:07,0
INC0017512,New,True,0,0,True,Caller 1859,?,11/4/2016 10:24,?,?,Updated by 908,11/4/2016 10:24,Phone,Location 136,Category 35,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 114,11/4/2016 15:51,16/4/2016 16:07,0
INC0017513,Active,True,0,0,True,Caller 5546,Opened by  17,11/4/2016 10:24,Created by 10,11/4/2016 10:33,Updated by 44,11/4/2016 10:33,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,11/4/2016 10:52,16/4/2016 11:07,1
INC0017514,New,True,0,0,True,Caller 185,Opened by  17,11/4/2016 10:25,?,?,Updated by 908,11/4/2016 10:25,Phone,Location 179,Category 53,Subcategory 80,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 19,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,12/4/2016 10:31,17/4/2016 11:07,1
INC0017515,Active,True,0,0,True,Caller 548,Opened by  131,11/4/2016 10:30,?,?,Updated by 908,11/4/2016 10:30,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 73,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,11/4/2016 10:37,16/4/2016 11:07,0
INC0017516,Resolved,True,0,0,True,Caller 1700,?,11/4/2016 10:31,?,?,Updated by 908,11/4/2016 10:31,Phone,Location 83,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 7,?,?,16/4/2016 11:07,0
INC0017520,Active,True,0,0,True,Caller 161,Opened by  17,11/4/2016 10:37,?,?,Updated by 908,11/4/2016 10:37,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 11,14/4/2016 22:48,19/4/2016 23:07,1
INC0017522,New,True,0,0,True,Caller 3986,Opened by  239,11/4/2016 10:38,?,?,Updated by 908,11/4/2016 10:38,Phone,Location 179,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 114,11/4/2016 10:40,16/4/2016 11:07,0
INC0017523,Active,True,0,0,True,Caller 4343,Opened by  17,11/4/2016 10:38,?,?,Updated by 908,11/4/2016 10:38,Phone,Location 92,Category 61,Subcategory 36,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 11,11/4/2016 10:45,16/4/2016 11:07,0
INC0017524,New,True,0,0,True,Caller 1720,Opened by  131,11/4/2016 10:39,?,?,Updated by 908,11/4/2016 10:39,Phone,Location 161,Category 53,Subcategory 82,Symptom 296,?,3 - Low,3 - Low,4 - Low,Group 76,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,12/4/2016 10:33,17/4/2016 11:07,1
INC0017525,New,True,0,0,True,Caller 3324,Opened by  40,11/4/2016 10:40,?,?,Updated by 908,11/4/2016 10:40,Phone,Location 56,Category 46,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 2,4/5/2016 16:03,9/5/2016 16:07,1
INC0017526,Active,True,0,0,True,Caller 1904,Opened by  180,11/4/2016 10:41,Created by 81,11/4/2016 10:41,Updated by 340,11/4/2016 10:41,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,13/4/2016 07:43,18/4/2016 08:07,0
INC0017527,New,True,0,0,True,Caller 4326,Opened by  17,11/4/2016 10:42,Created by 10,11/4/2016 10:48,Updated by 44,11/4/2016 10:48,Phone,Location 8,Category 9,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 111,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 100,11/4/2016 15:32,16/4/2016 16:07,0
INC0017530,New,True,0,0,True,Caller 3869,?,11/4/2016 10:44,?,?,Updated by 908,11/4/2016 10:44,Phone,Location 45,Category 23,Subcategory 3,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,?,False,False,Do Not Notify,?,?,?,?,code 11,Resolved by 114,11/4/2016 15:15,16/4/2016 16:07,1
INC0017531,Active,True,0,0,True,Caller 841,Opened by  17,11/4/2016 10:45,?,?,Updated by 908,11/4/2016 10:45,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 8,Resolved by 11,11/4/2016 11:17,16/4/2016 12:07,0
INC0017534,New,True,0,0,True,Caller 5026,Opened by  239,11/4/2016 10:46,?,?,Updated by 908,11/4/2016 10:46,Phone,Location 161,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 114,11/4/2016 11:11,16/4/2016 12:07,0
INC0017535,New,True,0,0,True,Caller 5558,Opened by  131,11/4/2016 10:46,Created by 62,11/4/2016 10:55,Updated by 265,11/4/2016 10:55,Phone,Location 108,Category 35,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 111,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 100,12/4/2016 13:54,17/4/2016 14:07,1
INC0017536,New,True,0,0,True,Caller 1573,Opened by  240,11/4/2016 10:48,Created by 108,11/4/2016 11:05,Updated by 468,11/4/2016 11:05,Phone,Location 108,Category 24,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 111,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 100,13/4/2016 15:52,18/4/2016 16:07,1
INC0017537,New,True,0,0,True,Caller 4162,Opened by  17,11/4/2016 10:49,?,?,Updated by 908,11/4/2016 10:49,Phone,Location 204,Category 46,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 158,15/4/2016 09:48,20/4/2016 10:07,0
INC0017538,New,True,0,0,True,Caller 3510,Opened by  40,11/4/2016 10:51,Created by 20,11/4/2016 10:53,Updated by 88,11/4/2016 10:53,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,13/4/2016 15:05,18/4/2016 15:07,1
INC0017540,New,True,0,0,True,Caller 1432,Opened by  17,11/4/2016 10:53,Created by 10,11/4/2016 10:59,Updated by 44,11/4/2016 10:59,Phone,Location 82,Category 40,Subcategory 43,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 16,Resolved by 114,12/4/2016 11:38,17/4/2016 12:07,1
INC0017541,Resolved,True,0,0,True,Caller 5119,Opened by  40,11/4/2016 10:54,?,?,Updated by 908,11/4/2016 10:54,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,?,16/4/2016 11:07,0
INC0017542,New,True,0,0,True,Caller 1497,?,11/4/2016 10:59,Created by 89,11/4/2016 11:02,Updated by 370,11/4/2016 11:02,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 114,12/4/2016 10:42,17/4/2016 11:07,1
INC0017543,New,True,0,0,True,Caller 2371,Opened by  17,11/4/2016 11:00,?,?,Updated by 908,11/4/2016 11:00,Phone,Location 143,Category 32,Subcategory 9,Symptom 105,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 27,11/4/2016 12:57,16/4/2016 13:07,0
INC0017544,New,True,0,0,True,Caller 4170,Opened by  17,11/4/2016 11:00,?,?,Updated by 908,11/4/2016 11:00,Phone,Location 204,Category 46,Subcategory 208,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/4/2016 11:08,16/4/2016 11:10,1
INC0017545,New,True,0,0,True,Caller 1735,Opened by  131,11/4/2016 11:00,?,?,Updated by 908,11/4/2016 11:00,Phone,Location 204,Category 42,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,11/4/2016 11:03,16/4/2016 11:07,0
INC0017546,New,True,0,0,True,Caller 448,Opened by  17,11/4/2016 11:04,Created by 10,11/4/2016 11:13,Updated by 44,11/4/2016 11:13,Phone,Location 143,Category 46,Subcategory 251,Symptom 494,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,Resolver 139,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 35,25/4/2016 09:33,30/4/2016 10:07,1
INC0017547,Active,True,0,0,True,Caller 1840,Opened by  17,11/4/2016 11:04,?,?,Updated by 908,11/4/2016 11:04,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/4/2016 12:42,16/4/2016 13:07,0
INC0017548,New,True,0,0,True,Caller 1937,Opened by  240,11/4/2016 11:06,Created by 108,11/4/2016 11:52,Updated by 468,11/4/2016 11:52,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,18/4/2016 14:42,23/4/2016 15:07,0
INC0017549,Resolved,True,0,0,True,Caller 4112,Opened by  40,11/4/2016 11:07,?,?,Updated by 908,11/4/2016 11:07,Phone,Location 143,Category 32,Subcategory 9,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 23,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,?,16/4/2016 12:07,0
INC0017550,New,True,0,0,True,Caller 4852,Opened by  131,11/4/2016 11:07,?,?,Updated by 908,11/4/2016 11:07,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 66,11/4/2016 11:17,16/4/2016 12:07,0
INC0017551,New,True,0,0,True,Caller 4956,Opened by  17,11/4/2016 11:08,?,?,Updated by 908,11/4/2016 11:08,Phone,Location 54,Category 37,Subcategory 144,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,?,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,12/4/2016 15:46,17/4/2016 16:07,1
INC0017552,Active,True,0,0,True,Caller 5310,Opened by  301,11/4/2016 11:09,?,?,Updated by 908,11/4/2016 11:09,Phone,Location 161,Category 35,Subcategory 28,Symptom 506,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 149,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,11/4/2016 11:17,16/4/2016 12:07,0
INC0017553,New,True,0,0,True,Caller 1057,Opened by  239,11/4/2016 11:13,Created by 107,11/4/2016 11:33,Updated by 467,11/4/2016 11:33,Phone,Location 161,Category 53,Subcategory 303,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 89,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 81,12/4/2016 08:58,17/4/2016 09:07,1
INC0017555,New,True,0,0,True,Caller 1690,Opened by  17,11/4/2016 11:15,?,?,Updated by 908,11/4/2016 11:15,Phone,Location 47,Category 26,Subcategory 175,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 10,Resolved by 11,11/4/2016 11:21,16/4/2016 12:07,0
INC0017556,New,True,0,0,True,Caller 3056,Opened by  40,11/4/2016 11:16,Created by 20,11/4/2016 11:20,Updated by 88,11/4/2016 11:20,Phone,Location 93,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,11/4/2016 11:26,16/4/2016 12:07,0
INC0017557,New,True,0,0,True,Caller 4440,Opened by  131,11/4/2016 11:17,Created by 62,11/4/2016 11:43,Updated by 265,11/4/2016 11:43,Phone,Location 108,Category 53,Subcategory 127,Symptom 296,?,2 - Medium,2 - Medium,3 - Moderate,Group 76,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 15,14/4/2016 16:18,19/4/2016 17:07,1
INC0017558,Active,True,0,0,True,Caller 2572,Opened by  17,11/4/2016 11:18,Created by 10,11/4/2016 11:33,Updated by 44,11/4/2016 11:33,Phone,Location 143,Category 23,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 208,11/4/2016 17:42,16/4/2016 18:07,0
INC0017560,New,True,0,0,True,Caller 3944,Opened by  17,11/4/2016 11:19,?,?,Updated by 908,11/4/2016 11:19,Phone,Location 54,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,11/4/2016 11:30,16/4/2016 12:07,1
INC0017562,Active,True,0,0,True,Caller 1904,Opened by  180,11/4/2016 11:20,Created by 81,11/4/2016 11:21,Updated by 340,11/4/2016 11:21,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 64,Resolver 94,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,13/4/2016 07:43,18/4/2016 08:07,0
INC0017565,New,True,0,0,True,Caller 3814,Opened by  40,11/4/2016 11:22,Created by 20,11/4/2016 11:45,Updated by 88,11/4/2016 11:45,Phone,Location 108,Category 9,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 111,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 100,13/4/2016 13:31,18/4/2016 14:07,1
INC0017566,Active,True,0,0,True,Caller 4417,Opened by  40,11/4/2016 11:22,Created by 20,11/4/2016 11:24,Updated by 88,11/4/2016 11:24,Phone,Location 204,Category 23,Subcategory 174,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,11/4/2016 11:25,16/4/2016 12:07,1
INC0017567,New,True,0,0,True,Caller 2416,?,11/4/2016 11:23,Created by 89,11/4/2016 11:26,Updated by 370,11/4/2016 11:26,Phone,Location 111,Category 37,Subcategory 123,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 46,Resolver 83,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 76,11/4/2016 12:32,16/4/2016 13:07,0
INC0017570,New,True,0,0,True,Caller 3896,Opened by  40,11/4/2016 11:25,Created by 20,11/4/2016 11:28,Updated by 88,11/4/2016 11:28,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 76,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 69,9/6/2016 08:41,14/6/2016 09:07,1
INC0017571,New,True,0,0,True,Caller 4112,Opened by  17,11/4/2016 11:26,Created by 10,11/4/2016 11:30,Updated by 44,11/4/2016 11:30,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 194,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 177,11/4/2016 13:00,16/4/2016 13:07,1
INC0017576,Active,True,0,0,True,Caller 1177,Opened by  40,11/4/2016 11:29,Created by 20,11/4/2016 11:44,Updated by 88,11/4/2016 11:44,Phone,Location 39,Category 43,Subcategory 174,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,?,Resolver 17,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 21,11/4/2016 11:45,16/4/2016 12:07,0
INC0017577,Active,True,0,0,True,Caller 4166,Opened by  403,11/4/2016 11:31,Created by 174,11/4/2016 11:34,Updated by 756,11/4/2016 11:34,Phone,Location 51,Category 42,Subcategory 29,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 134,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 120,12/4/2016 08:50,17/4/2016 09:07,0
INC0017578,New,True,0,0,True,Caller 2246,Opened by  17,11/4/2016 11:32,Created by 10,11/4/2016 11:36,Updated by 44,11/4/2016 11:36,Phone,Location 161,Category 26,Subcategory 175,Symptom 120,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 229,False,False,Do Not Notify,?,?,?,?,code 6,Resolved by 208,14/4/2016 09:31,19/4/2016 10:07,1
INC0017579,Active,True,0,0,True,Caller 326,Opened by  239,11/4/2016 11:34,?,?,Updated by 908,11/4/2016 11:34,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 126,False,False,Do Not Notify,?,?,?,?,code 9,Resolved by 114,11/4/2016 11:36,16/4/2016 12:07,0
INC0017580,Active,True,0,0,True,Caller 5230,Opened by  17,11/4/2016 11:35,?,?,Updated by 908,11/4/2016 11:35,Phone,Location 179,Category 26,Subcategory 164,Symptom 491,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,False,False,Do Not Notify,?,?,?,?,code 7,Resolved by 11,11/4/2016 11:48,16/4/2016 12:07,0
