opened_by,contact_type,location,category,subcategory,u_symptom,assignment_group,reassignment_required,opened_at_dt,opened_hour,opened_day_of_week,opened_month,opened_is_weekend,impact_encoded,urgency_encoded,priority_encoded
Opened by  221,Phone,Location 108,Category 53,Subcategory 168,Symptom 491,Group 70,0,2016-04-05 14:36:00,14,1,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 37,Subcategory 135,,Group 48,0,2016-04-05 14:37:00,14,1,4,0,2,2,2
Opened by  17,Phone,Location 108,Category 20,Subcategory 125,Symptom 491,Group 70,1,2016-04-05 14:39:00,14,1,4,0,2,2,2
Opened by  17,Phone,Location 162,Category 26,Subcategory 175,Symptom 491,Group 70,1,2016-04-05 14:39:00,14,1,4,0,2,2,2
Opened by  500,Phone,Location 108,Category 26,Subcategory 175,Symptom 120,Group 70,0,2016-04-05 14:41:00,14,1,4,0,2,2,2
,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,,0,2016-04-05 14:43:00,14,1,4,0,2,2,2
Opened by  500,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,Group 76,1,2016-04-05 14:44:00,14,1,4,0,2,2,2
Opened by  62,Phone,Location 161,Category 53,Subcategory 174,,,0,2016-04-05 14:44:00,14,1,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 34,Subcategory 154,Symptom 491,Group 20,1,2016-04-05 14:46:00,14,1,4,0,2,2,2
Opened by  17,Phone,Location 162,Category 20,Subcategory 103,Symptom 387,Group 70,1,2016-04-05 14:49:00,14,1,4,0,2,2,2
Opened by  174,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,Group 27,0,2016-04-05 14:50:00,14,1,4,0,2,2,2
Opened by  108,Phone,Location 108,Category 24,Subcategory 174,Symptom 491,Group 9,1,2016-04-05 14:54:00,14,1,4,0,2,2,2
Opened by  17,Phone,Location 108,Category 20,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 14:54:00,14,1,4,0,2,2,2
,Phone,Location 204,Category 23,Subcategory 174,Symptom 491,Group 20,1,2016-04-05 14:57:00,14,1,4,0,2,2,2
Opened by  360,Phone,Location 199,Category 23,Subcategory 3,,Group 20,0,2016-04-05 14:59:00,14,1,4,0,2,2,2
Opened by  62,Phone,Location 51,Category 46,Subcategory 258,Symptom 494,Group 6,0,2016-04-05 15:01:00,15,1,4,0,2,2,2
Opened by  108,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 15:02:00,15,1,4,0,2,2,2
,Phone,Location 143,Category 32,Subcategory 174,,Group 70,1,2016-04-05 15:02:00,15,1,4,0,2,2,2
Opened by  500,Phone,Location 143,Category 9,Subcategory 164,Symptom 462,Group 9,1,2016-04-05 15:03:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 55,Category 37,Subcategory 135,Symptom 127,Group 70,0,2016-04-05 15:06:00,15,1,4,0,2,2,2
,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-05 15:09:00,15,1,4,0,2,2,2
Opened by  500,Phone,Location 108,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-05 15:11:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 34,Subcategory 134,Symptom 465,Group 9,1,2016-04-05 15:14:00,15,1,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 46,Subcategory 223,Symptom 592,Group 55,1,2016-04-05 15:16:00,15,1,4,0,2,2,2
,Phone,Location 161,Category 26,Subcategory 275,Symptom 54,Group 70,1,2016-04-05 15:16:00,15,1,4,0,2,2,2
Opened by  108,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-05 15:17:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 55,Category 9,Subcategory 202,Symptom 70,Group 70,0,2016-04-05 15:24:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 93,Category 34,Subcategory 154,Symptom 102,Group 23,0,2016-04-05 15:26:00,15,1,4,0,2,2,2
Opened by  108,Phone,Location 143,Category 53,Subcategory 82,Symptom 10,Group 76,1,2016-04-05 15:29:00,15,1,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 57,Subcategory 305,Symptom 491,Group 35,1,2016-04-05 15:30:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 108,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-04-05 15:31:00,15,1,4,0,2,2,2
Opened by  360,Phone,Location 199,Category 23,Subcategory 174,,Group 20,1,2016-04-05 15:40:00,15,1,4,0,2,2,2
Opened by  47,Phone,Location 43,Category 20,Subcategory 125,,Group 70,0,2016-04-05 15:43:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:49:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 44,Category 24,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 15:50:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:52:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:52:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:52:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:52:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 9,Subcategory 164,Symptom 491,Group 24,0,2016-04-05 15:52:00,15,1,4,0,2,2,2
Opened by  47,Phone,Location 93,Category 23,Subcategory 174,Symptom 491,Group 20,0,2016-04-05 15:53:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 15:53:00,15,1,4,0,2,2,2
,Phone,Location 38,Category 40,Subcategory 215,Symptom 491,Group 20,1,2016-04-05 15:54:00,15,1,4,0,2,2,2
Opened by  319,Phone,Location 15,Category 44,Subcategory 60,,Group 5,1,2016-04-05 15:59:00,15,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 34,Subcategory 154,Symptom 491,Group 20,1,2016-04-05 16:00:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 46,Subcategory 243,Symptom 491,Group 57,0,2016-04-05 16:02:00,16,1,4,0,2,2,2
Opened by  500,Phone,Location 42,Category 37,Subcategory 135,Symptom 301,Group 29,1,2016-04-05 16:02:00,16,1,4,0,2,2,2
,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,1,2016-04-05 16:02:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 82,Category 46,Subcategory 223,Symptom 491,Group 70,1,2016-04-05 16:06:00,16,1,4,0,2,2,2
Opened by  47,Phone,Location 108,Category 61,Subcategory 36,,Group 73,0,2016-04-05 16:11:00,16,1,4,0,2,2,2
Opened by  536,Phone,Location 161,Category 24,Subcategory 174,,Group 24,0,2016-04-05 16:13:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 20,Subcategory 125,Symptom 491,Group 70,0,2016-04-05 16:15:00,16,1,4,0,2,2,2
Opened by  47,Phone,Location 166,Category 26,Subcategory 175,,Group 70,0,2016-04-05 16:17:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 44,Category 46,Subcategory 251,,Group 22,0,2016-04-05 16:18:00,16,1,4,0,2,2,2
Opened by  536,Phone,Location 165,Category 24,Subcategory 174,,Group 24,0,2016-04-05 16:18:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 35,Category 34,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 16:19:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 93,Category 46,Subcategory 243,Symptom 247,Group 57,1,2016-04-05 16:24:00,16,1,4,0,2,2,2
,Phone,Location 161,Category 35,Subcategory 28,,Group 70,1,2016-04-05 16:29:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-05 16:30:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 133,Category 53,Subcategory 174,Symptom 491,Group 76,1,2016-04-05 16:34:00,16,1,4,0,2,2,2
Opened by  500,Phone,Location 143,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-05 16:35:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-05 16:35:00,16,1,4,0,2,2,2
,Phone,Location 161,Category 26,Subcategory 174,Symptom 491,Group 70,1,2016-04-05 16:39:00,16,1,4,0,2,2,2
Opened by  228,Phone,Location 161,Category 37,Subcategory 135,Symptom 372,Group 72,0,2016-04-05 16:39:00,16,1,4,0,2,2,2
Opened by  108,Phone,Location 136,Category 26,Subcategory 175,,Group 70,0,2016-04-05 16:39:00,16,1,4,0,2,2,2
Opened by  62,Phone,Location 229,Category 20,Subcategory 174,,Group 70,1,2016-04-05 16:41:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 31,Symptom 491,Group 3,0,2016-04-05 16:42:00,16,1,4,0,2,2,2
Opened by  32,Phone,Location 51,Category 32,Subcategory 174,Symptom 491,Group 39,0,2016-04-05 16:44:00,16,1,4,0,2,2,2
Opened by  147,Phone,Location 136,Category 24,Subcategory 174,,Group 28,0,2016-04-05 16:47:00,16,1,4,0,2,2,2
Opened by  325,Phone,Location 231,Category 8,Subcategory 281,,Group 53,0,2016-04-05 16:49:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 51,Category 46,Subcategory 223,Symptom 491,Group 70,0,2016-04-05 16:49:00,16,1,4,0,2,2,2
Opened by  147,Phone,Location 136,Category 24,Subcategory 174,,Group 28,0,2016-04-05 16:51:00,16,1,4,0,2,2,2
Opened by  59,Phone,Location 54,Category 26,Subcategory 174,,Group 70,1,2016-04-05 16:51:00,16,1,4,0,2,2,2
Opened by  47,Phone,Location 143,Category 51,Subcategory 182,,Group 54,1,2016-04-05 16:53:00,16,1,4,0,2,2,2
Opened by  62,Phone,Location 204,Category 46,Subcategory 223,,,1,2016-04-05 16:55:00,16,1,4,0,2,2,2
Opened by  59,Phone,Location 54,Category 26,Subcategory 275,,Group 70,1,2016-04-05 16:55:00,16,1,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,Group 33,1,2016-04-05 16:56:00,16,1,4,0,2,2,2
Opened by  108,Phone,Location 93,Category 23,Subcategory 3,Symptom 470,Group 20,1,2016-04-05 17:06:00,17,1,4,0,2,2,2
Opened by  402,Phone,Location 93,Category 20,Subcategory 125,,Group 70,0,2016-04-05 17:11:00,17,1,4,0,2,2,2
Opened by  221,Phone,Location 51,Category 42,Subcategory 174,,Group 5,1,2016-04-05 17:12:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 35,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-05 17:13:00,17,1,4,0,2,2,2
Opened by  47,Phone,Location 38,Category 26,Subcategory 174,,Group 70,0,2016-04-05 17:17:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 210,Category 34,Subcategory 174,Symptom 491,Group 9,1,2016-04-05 17:21:00,17,1,4,0,2,2,2
Opened by  469,Phone,Location 55,Category 9,Subcategory 174,Symptom 491,Group 29,1,2016-04-05 17:22:00,17,1,4,0,2,2,2
Opened by  62,Phone,Location 51,Category 44,Subcategory 60,,Group 5,1,2016-04-05 17:23:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 210,Category 9,Subcategory 164,Symptom 491,Group 25,0,2016-04-05 17:25:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 51,Category 46,Subcategory 249,Symptom 491,Group 57,1,2016-04-05 17:31:00,17,1,4,0,2,2,2
Opened by  58,Phone,Location 51,Category 46,Subcategory 223,Symptom 491,Group 55,1,2016-04-05 17:38:00,17,1,4,0,2,2,2
Opened by  62,Phone,Location 51,Category 42,Subcategory 223,,Group 70,0,2016-04-05 17:40:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 43,Category 46,Subcategory 223,Symptom 592,Group 55,1,2016-04-05 17:44:00,17,1,4,0,2,2,2
Opened by  520,Phone,Location 51,Category 42,Subcategory 223,Symptom 65,Group 70,1,2016-04-05 17:44:00,17,1,4,0,2,2,2
Opened by  58,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,Group 70,0,2016-04-05 17:53:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 93,Category 9,Subcategory 164,Symptom 491,Group 23,0,2016-04-05 17:55:00,17,1,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,Group 70,1,2016-04-05 17:59:00,17,1,4,0,2,2,2
Opened by  305,Phone,Location 108,Category 53,Subcategory 174,,Group 70,0,2016-04-05 18:10:00,18,1,4,0,2,2,2
Opened by  17,Phone,Location 39,Category 20,Subcategory 125,Symptom 491,Group 70,1,2016-04-05 18:48:00,18,1,4,0,2,2,2
Opened by  305,Phone,Location 93,Category 26,Subcategory 275,Symptom 491,Group 70,1,2016-04-05 18:49:00,18,1,4,0,2,2,2
Opened by  58,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,Group 70,1,2016-04-05 19:01:00,19,1,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 9,Subcategory 164,Symptom 491,Group 28,0,2016-04-05 19:24:00,19,1,4,0,2,2,2
Opened by  58,Phone,Location 204,Category 37,Subcategory 135,Symptom 491,Group 70,0,2016-04-05 19:40:00,19,1,4,0,2,2,2
Opened by  305,Phone,Location 161,Category 46,Subcategory 223,Symptom 491,Group 39,0,2016-04-05 19:42:00,19,1,4,0,2,2,2
Opened by  47,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-04-05 20:34:00,20,1,4,0,2,2,2
Opened by  305,Phone,Location 108,Category 46,Subcategory 174,,Group 39,0,2016-04-05 20:47:00,20,1,4,0,2,2,2
Opened by  47,Phone,Location 46,Category 53,Subcategory 287,,Group 76,1,2016-04-05 20:49:00,20,1,4,0,2,2,2
Opened by  239,Phone,Location 204,Category 37,Subcategory 174,Symptom 491,,1,2016-04-05 21:05:00,21,1,4,0,2,2,2
Opened by  47,Phone,Location 46,Category 44,Subcategory 174,Symptom 491,Group 5,1,2016-04-05 21:23:00,21,1,4,0,2,2,2
Opened by  58,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-04-05 21:25:00,21,1,4,0,2,2,2
Opened by  305,Phone,Location 54,Category 32,Subcategory 174,Symptom 491,Group 70,0,2016-04-05 22:26:00,22,1,4,0,2,2,2
Opened by  58,Phone,Location 204,Category 37,Subcategory 135,Symptom 118,Group 70,0,2016-04-05 22:44:00,22,1,4,0,2,2,2
Opened by  47,Phone,Location 143,Category 46,Subcategory 223,,Group 70,0,2016-04-05 23:22:00,23,1,4,0,2,2,2
Opened by  94,Phone,Location 204,Category 42,Subcategory 183,,Group 70,1,2016-04-06 00:04:00,0,2,4,0,2,2,2
Opened by  463,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,Group 70,0,2016-04-06 00:40:00,0,2,4,0,2,2,2
Opened by  397,Phone,Location 161,Category 53,Subcategory 82,,Group 76,1,2016-04-06 00:47:00,0,2,4,0,3,3,4
Opened by  94,Phone,Location 143,Category 46,Subcategory 223,Symptom 491,Group 70,0,2016-04-06 02:19:00,2,2,4,0,2,2,2
Opened by  8,Phone,Location 188,Category 28,Subcategory 174,Symptom 491,Group 70,0,2016-04-06 02:35:00,2,2,4,0,2,2,2
Opened by  8,Phone,Location 161,Category 46,Subcategory 248,Symptom 267,Group 57,1,2016-04-06 03:15:00,3,2,4,0,2,2,2
Opened by  397,Phone,Location 143,Category 32,Subcategory 174,,Group 20,1,2016-04-06 04:06:00,4,2,4,0,2,2,2
Opened by  463,Phone,Location 204,Category 26,Subcategory 275,Symptom 491,Group 70,0,2016-04-06 04:07:00,4,2,4,0,2,2,2
Opened by  8,Phone,Location 143,Category 26,Subcategory 175,Symptom 116,Group 70,1,2016-04-06 05:14:00,5,2,4,0,2,2,2
Opened by  397,Phone,Location 204,Category 37,Subcategory 285,,Group 25,1,2016-04-06 05:43:00,5,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 06:24:00,6,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 32,Subcategory 9,,Group 70,0,2016-04-06 06:50:00,6,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 06:55:00,6,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 06:56:00,6,2,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 06:57:00,6,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 06:57:00,6,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 06:59:00,6,2,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 53,Subcategory 168,Symptom 594,Group 70,0,2016-04-06 07:09:00,7,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 07:14:00,7,2,4,0,2,2,2
Opened by  131,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-06 07:15:00,7,2,4,0,1,1,1
Opened by  17,Phone,Location 96,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-04-06 07:24:00,7,2,4,0,2,2,2
Opened by  62,Phone,Location 236,Category 23,Subcategory 3,Symptom 456,Group 20,1,2016-04-06 07:34:00,7,2,4,0,2,2,2
Opened by  17,Phone,Location 96,Category 9,Subcategory 202,Symptom 70,Group 70,0,2016-04-06 07:34:00,7,2,4,0,2,2,2
Opened by  131,Phone,Location 204,Category 23,Subcategory 75,Symptom 491,Group 20,0,2016-04-06 07:35:00,7,2,4,0,1,1,1
Opened by  501,Phone,Location 143,Category 26,Subcategory 174,,Group 70,1,2016-04-06 07:45:00,7,2,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,1,2016-04-06 07:46:00,7,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 66,Group 70,1,2016-04-06 07:48:00,7,2,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 57,Subcategory 170,,Group 65,0,2016-04-06 07:53:00,7,2,4,0,2,2,2
Opened by  180,Phone,Location 188,Category 51,Subcategory 174,Symptom 491,Group 64,0,2016-04-06 07:57:00,7,2,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 26,Subcategory 175,Symptom 491,Group 70,1,2016-04-06 07:58:00,7,2,4,0,2,2,2
Opened by  131,Phone,Location 179,Category 23,Subcategory 75,Symptom 491,Group 20,1,2016-04-06 08:03:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 9,Subcategory 174,,Group 25,0,2016-04-06 08:05:00,8,2,4,0,2,2,2
Opened by  62,Phone,Location 204,Category 57,Subcategory 159,Symptom 106,Group 65,0,2016-04-06 08:06:00,8,2,4,0,2,2,2
Opened by  501,Phone,Location 96,Category 13,Subcategory 302,,Group 70,1,2016-04-06 08:11:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 165,Category 13,Subcategory 302,Symptom 8,Group 70,1,2016-04-06 08:13:00,8,2,4,0,2,2,2
Opened by  24,Phone,Location 143,Category 23,Subcategory 75,Symptom 455,Group 20,1,2016-04-06 08:15:00,8,2,4,0,2,2,2
Opened by  40,Phone,Location 108,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-04-06 08:19:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 46,Subcategory 174,Symptom 491,Group 55,1,2016-04-06 08:21:00,8,2,4,0,2,2,2
Opened by  24,Phone,Location 143,Category 26,Subcategory 164,Symptom 295,Group 70,0,2016-04-06 08:21:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 110,Category 61,Subcategory 36,Symptom 458,Group 74,1,2016-04-06 08:26:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 135,Category 26,Subcategory 275,Symptom 491,Group 70,1,2016-04-06 08:26:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-06 08:26:00,8,2,4,0,2,2,2
Opened by  62,Phone,Location 161,Category 37,Subcategory 144,Symptom 118,Group 25,0,2016-04-06 08:27:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 127,Group 70,1,2016-04-06 08:28:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 43,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 08:29:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,1,2016-04-06 08:32:00,8,2,4,0,1,1,1
Opened by  301,Phone,Location 204,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 08:32:00,8,2,4,0,2,2,2
Opened by  40,Phone,Location 204,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-04-06 08:35:00,8,2,4,0,2,2,2
Opened by  24,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 08:35:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 91,Category 53,Subcategory 82,Symptom 534,Group 76,1,2016-04-06 08:36:00,8,2,4,0,2,2,2
Opened by  62,Phone,Location 161,Category 24,Subcategory 164,Symptom 571,,0,2016-04-06 08:36:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-04-06 08:39:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,Group 70,0,2016-04-06 08:43:00,8,2,4,0,1,1,1
Opened by  17,Phone,Location 161,Category 57,Subcategory 174,,Group 51,1,2016-04-06 08:44:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 93,Category 26,Subcategory 175,Symptom 491,Group 70,0,2016-04-06 08:44:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 08:45:00,8,2,4,0,2,2,2
Opened by  40,Phone,Location 204,Category 32,Subcategory 9,Symptom 105,Group 70,0,2016-04-06 08:47:00,8,2,4,0,2,2,2
Opened by  62,Phone,Location 161,Category 23,Subcategory 3,Symptom 470,Group 20,0,2016-04-06 08:48:00,8,2,4,0,2,2,2
Opened by  501,Phone,Location 45,Category 53,Subcategory 174,,Group 12,1,2016-04-06 08:51:00,8,2,4,0,2,2,2
Opened by  40,Phone,Location 108,Category 46,Subcategory 94,Symptom 370,Group 33,1,2016-04-06 08:52:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 53,Subcategory 174,Symptom 491,Group 70,0,2016-04-06 08:53:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 93,Category 17,Subcategory 90,Symptom 86,Group 69,1,2016-04-06 08:54:00,8,2,4,0,1,1,1
Opened by  301,Phone,Location 59,Category 26,Subcategory 275,Symptom 116,Group 70,1,2016-04-06 08:57:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 42,Category 37,Subcategory 135,Symptom 87,Group 70,1,2016-04-06 08:58:00,8,2,4,0,2,2,2
Opened by  40,Phone,Location 59,Category 26,Subcategory 175,Symptom 116,Group 70,0,2016-04-06 08:58:00,8,2,4,0,2,2,2
Opened by  131,Phone,Location 161,Category 24,Subcategory 164,Symptom 571,Group 24,0,2016-04-06 08:59:00,8,2,4,0,2,2,2
Opened by  17,Phone,Location 173,Category 42,Subcategory 223,Symptom 534,Group 70,0,2016-04-06 08:59:00,8,2,4,0,2,2,2
Opened by  24,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,Group 25,1,2016-04-06 09:01:00,9,2,4,0,2,2,2
Opened by  501,Phone,Location 204,Category 46,Subcategory 174,,,0,2016-04-06 09:03:00,9,2,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-04-06 09:03:00,9,2,4,0,2,2,2
Opened by  17,Phone,Location 108,Category 26,Subcategory 175,Symptom 491,Group 70,1,2016-04-06 09:04:00,9,2,4,0,2,2,2
Opened by  131,Phone,Location 161,Category 42,Subcategory 183,Symptom 491,Group 39,1,2016-04-06 09:08:00,9,2,4,0,2,2,2
Opened by  17,Phone,Location 143,Category 57,Subcategory 305,Symptom 60,Group 35,1,2016-04-06 09:09:00,9,2,4,0,2,2,2
Opened by  24,Phone,Location 93,Category 26,Subcategory 175,Symptom 120,Group 70,0,2016-04-06 09:10:00,9,2,4,0,2,2,2
Opened by  62,Phone,Location 143,Category 32,Subcategory 300,Symptom 491,Group 70,1,2016-04-06 09:11:00,9,2,4,0,2,2,2
Opened by  17,Phone,Location 204,Category 42,Subcategory 223,Symptom 532,Group 70,1,2016-04-06 09:13:00,9,2,4,0,2,2,2
Opened by  17,Phone,Location 161,Category 57,Subcategory 184,,Group 51,1,2016-04-06 09:16:00,9,2,4,0,2,2,2
Opened by  131,Phone,Location 242,Category 26,Subcategory 175,Symptom 116,Group 70,1,2016-04-06 09:18:00,9,2,4,0,2,2,2
Opened by  62,Phone,Location 204,Category 53,Subcategory 174,,,0,2016-04-06 09:19:00,9,2,4,0,2,2,2
